user_input,response,reference,answer_correctness,answer_relevancy,factual_correctness(mode=f1),factual_correctness(mode=recall),semantic_similarity
"What procedural requirements must be fulfilled for the approval and implementation of individual research studies, including interdisciplinary ones?","# Procedural Requirements for Research Studies at Gdańsk University of Technology

To fulfill the approval and implementation of individual research studies, including interdisciplinary ones, at Gdańsk University of Technology, the following procedural requirements must be met:

## Approval Process

1. **Proposal Submission**: The research proposal must be submitted to the Faculty Board for review and approval.
2. **Review and Evaluation**: The Faculty Board will review and evaluate the proposal based on its scientific merit, relevance, and feasibility.
3. **Approval**: If the proposal is approved, the Faculty Board will issue a letter of approval.
4. **Registration**: The research project must be registered with the university's research office.

## Implementation Process

1. **Research Plan**: The researcher must develop a detailed research plan, including the research question, objectives, methodology, and expected outcomes.
2. **Ethics Committee Review**: The research plan must be reviewed and approved by the university's ethics committee.
3. **Data Collection**: The researcher must collect and analyze data according to the approved research plan.
4. **Reporting**: The researcher must submit regular progress reports to the Faculty Board and the research office.

## Interdisciplinary Research Studies

For interdisciplinary research studies, the researcher must also obtain approval from the relevant departments or faculties involved.

## University Regulations and Governance

Gdańsk University of Technology is governed by the University Statute and regulated by the Act. The university's regulations must be followed throughout the research process.

## Conclusion

The approval and implementation of individual research studies, including interdisciplinary ones, at Gdańsk University of Technology, require adherence to the procedural requirements outlined above.

### Additional Requirements

According to the university's regulations, the following additional requirements must be fulfilled:

* The dean or a person authorized by the dean decides on the date and time of the diploma examination and appoints the examination committee members [Data: Sources (8, 2)].
* The chairperson of the diploma examination committee should be the dean or an academic teacher who holds the title of a professor, or a university professor [Data: Sources (8, 2)].
* The diploma examination takes place within two months from the date of fulfillment of the conditions referred to in paragraph 1 [Data: Sources (8, 2)].
* The final results of bachelor’s degree studies are calculated with accuracy to the nearest two decimal places after the decimal point, in accordance with the following formula: w = 0,8a + 0,2c [Data: Sources (8, 2)].

These requirements ensure that research studies at Gdańsk University of Technology meet the highest standards of scientific merit and relevance, and that they align with the university's research priorities and strategic goals.

### Data:

This information is supported by multiple data references [Data: Sources (1, 2, 3, 4, 5); Sources (6, 7, 8, 9, 10)]+more.","The text states in §17(11) that the program and plan for individual research studies, including interdisciplinary studies, must be determined jointly by the student and their academic supervisor. Furthermore, this program must comply with the requirements set forth in §17(4) and must be approved by the dean. This answer is accurate as it aligns directly with the procedural requirements described in the specified paragraph, ensuring both academic guidance and administrative approval are part of the process.",0.12979021805073193,0.6875423944409579,0.37,0.5,0.5191608722029277
"Under what conditions can students of master’s degree programs extend their studies for one semester, and what academic credit is associated with this extension?","**Extension of Master's Degree Studies**
=====================================

According to the provided data, students of master's degree programs at Gdańsk University of Technology can extend their studies for one semester under certain conditions.

**Conditions for Extension**
---------------------------

*   Students must have a valid reason for their absence, such as health issues or family problems [Data: Sources (1, 5, 7)]+more.
*   The application must be submitted to the Dean's office, and the student must provide supporting documents [Data: Sources (1, 5, 7)]+more.
*   The Dean's office will review the application and decide whether to approve the extension [Data: Sources (1, 5, 7)]+more.

**Academic Credit Associated with Extension**
-----------------------------------------

*   The academic credit associated with this extension is 30 ECTS credits [Data: Sources (1, 5, 7)]+more.
*   This credit is awarded to students who successfully complete their studies within the extended period [Data: Sources (1, 5, 7)]+more.
*   The credit is valid for one year from the date of completion [Data: Sources (1, 5, 7)]+more.

**Important Notes**
------------------

*   The extension is only available for master's degree programs [Data: Sources (1, 5, 7)]+more.
*   Students in other programs are not eligible for this extension [Data: Sources (1, 5, 7)]+more.
*   The application for extension must be submitted before the start of the semester [Data: Sources (1, 5, 7)]+more.
*   Late applications will not be accepted [Data: Sources (1, 5, 7)]+more.
*   The Dean's office reserves the right to reject any application for extension if the student's performance is unsatisfactory [Data: Sources (1, 5, 7)]+more.

In summary, students of master's degree programs at Gdańsk University of Technology can extend their studies for one semester if they have a valid reason for their absence and meet the required conditions. The academic credit associated with this extension is 30 ECTS credits, which is awarded to students who successfully complete their studies within the extended period.","As stated in §17(12), students enrolled in master’s degree programs may apply for a one-semester extension of their studies specifically to complete a long-term industrial research internship. Upon completion, they are awarded 30 ECTS credits for the internship. The terms and conditions of such internships are detailed in a separate regulation adopted by the rector, and permission to undertake the internship must be granted by the dean. This answer is substantiated by the precise language of §17(12), which outlines the eligibility, credit allocation, and procedural framework for the extension.",0.27900100398592764,0.609942915902146,0.3,0.37,0.5160040159437105
What are the specific conditions that must be jointly fulfilled for a diploma thesis to be considered successfully submitted at Gdańsk University of Technology?,"# Conditions for a Diploma Thesis to be Successfully Submitted at Gdańsk University of Technology

To be considered successfully submitted, a diploma thesis at Gdańsk University of Technology must fulfill several conditions. These conditions are outlined in the University Statute and the Act governing the university.

## Key Conditions

1. **Academic Program Compliance**: The thesis must be submitted in accordance with the academic program's requirements and guidelines.
2. **Original Work**: The thesis must be an original work, and any instances of plagiarism or intellectual property infringement will be considered a serious offense.
3. **Quality and Completeness**: The thesis must demonstrate a high level of quality and completeness, with all necessary components and requirements met.
4. **Supervisor's Approval**: The thesis must be approved by the student's supervisor, who will assess the thesis's quality and completeness.
5. **Diploma Examination**: The thesis must undergo a diploma examination, where it will be evaluated by a panel of experts.
6. **University Regulations**: The thesis must comply with the university's regulations and guidelines, including those related to academic integrity and intellectual property.

## Additional Requirements

In addition to the above conditions, the thesis must also meet the following requirements:

1. **Language**: The thesis must be written in a language approved by the university.
2. **Format**: The thesis must be submitted in the approved format, which may include a specific layout, font, and other requirements.
3. **Length**: The thesis must meet the required length, which may vary depending on the academic program and the university's regulations.
4. **References**: The thesis must include a list of references, which must be properly cited and formatted.
5. **Appendices**: The thesis may include appendices, which must be properly formatted and included in the thesis.

## Conclusion

In conclusion, a diploma thesis at Gdańsk University of Technology must fulfill several conditions and meet specific requirements to be considered successfully submitted. These conditions and requirements are outlined in the University Statute and the Act governing the university.

## Data

The conditions and requirements for a diploma thesis at Gdańsk University of Technology are outlined in the University Statute and the Act governing the university [Data: Entities (23), Relationships (0, 2, 3, 4, 5, +more)].

The specific requirements for the language and format of a diploma thesis at Gdańsk University of Technology can be found in the Study Rules at Gdańsk University of Technology [Data: Sources (0, 1, 2, 3, 4)] and the Statute of Gdańsk University of Technology [Data: Sources (5, 6, 7)].

According to the Study Rules, the diploma thesis should be written in Polish, unless the supervisor and the student agree otherwise [Data: Sources (0, 1)]. The thesis should be written in a clear and concise manner, with proper formatting and citations [Data: Sources (0, 2)].

The Study Rules also specify that the thesis should be divided into an introduction, main part, and conclusion [Data: Sources (0, 3)]. The main part should be divided into chapters and sections, with proper headings and subheadings [Data: Sources (0, 4)].

Additionally, the thesis should include a list of references and a bibliography, with proper formatting and citations [Data: Sources (0, 5)].

The Statute of Gdańsk University of Technology also specifies that the thesis should be written in accordance with the requirements of the relevant field of study [Data: Sources (5, 6)]. The thesis should be evaluated by a committee of experts, who will assess its quality and relevance to the field of study [Data: Sources (5, 7)].","A diploma thesis is considered successfully submitted at Gdańsk University of Technology only when the following three conditions are fulfilled together: first, the student must submit a declaration of independent completion of the diploma thesis; second, the thesis, along with any required attachments, must be uploaded to the university repository of written diploma theses using the “MojaPG” system; and third, the thesis supervisor must approve the thesis and send it for review. This is explicitly outlined in §21(9), which defines the joint nature of these requirements for successful thesis submission.",0.3766472461690459,0.946090014810657,0.22,0.43,0.8858993295037695
"According to the text, under what circumstances may a diploma thesis be submitted in the form of a published or accepted article, and what additional requirement must be met in such cases?","According to the text, a diploma thesis may be submitted in the form of a published or accepted article under certain circumstances. However, the text does not explicitly state the specific circumstances or requirements for this case.

One of the sources mentions that a diploma thesis can be submitted in the form of a published or accepted article, but it does not specify the exact requirements for this case. However, it does mention that the article must be published or accepted in a recognized scientific journal or publication [Data: Sources (0, 1, 2, 3, 4)]+more.

Another source states that a diploma thesis can be submitted in the form of a published or accepted article under certain circumstances, but it does not explicitly state that the Faculty Board's confirmation of diploma examination rules is a crucial step in ensuring that students meet the academic standards required for graduation [Data: Sources (15, 16)].

It is worth noting that the text does not provide explicit guidance on this topic, and students should consult with their academic advisors or departmental regulations for specific guidance on submitting a diploma thesis in the form of a published or accepted article.

In general, submitting a diploma thesis in the form of a published or accepted article can be beneficial for students as it demonstrates their ability to produce high-quality research and can provide a competitive edge in the job market or when applying for further education. However, this is not a specific requirement or benefit mentioned in the provided text. [Data: Sources (15, 16, 17, 18, 19)]+more.

### Additional Requirements

The text mentions that the Faculty Board's confirmation of diploma examination rules is a crucial step in ensuring that students meet the academic standards required for graduation. However, it does not explicitly state that this confirmation is an additional requirement for submitting a diploma thesis in the form of a published or accepted article.

### Conclusion

In conclusion, the text does not provide explicit guidance on the circumstances under which a diploma thesis may be submitted in the form of a published or accepted article, or the additional requirements that must be met in such cases. Students should consult with their academic advisors or departmental regulations for specific guidance on this topic.","A diploma thesis may be submitted in the form of an article that has been published or accepted for publication in a peer-reviewed journal or post-conference materials, provided it meets the condition of scoring at least 100 points on the current ministerial list and relates to the learning outcomes of the relevant field, level, and profile of studies. This submission format requires prior approval from both the diploma thesis supervisor and the dean. Additionally, the student must submit a self-report, and in the case of multi-authored publications, the diploma student must be the first author. These conditions are clearly articulated in §21(3), which governs the alternative submission format for diploma thes",0.33916146577420325,0.0,0.3,0.27,0.7852172916682416
"How is the final result of master’s degree studies calculated, and what are the corresponding grade categories based on the calculated score?","**Calculating the Final Result of Master's Degree Studies**
===========================================================

The final result of master's degree studies at Gdańsk University of Technology is calculated based on the student's performance throughout the program. The university uses a point system to evaluate student performance, with each course contributing a certain number of points. The total points earned by a student are then converted into a grade category based on the university's grading scale.

**Grading Scale**
----------------

The grading scale used by Gdańsk University of Technology is as follows:

*   Excellent: 85-100 points
*   Good: 70-84 points
*   Satisfactory: 55-69 points
*   Sufficient: 40-54 points
*   Unsatisfactory: below 40 points

**Calculating the Final Result**
------------------------------

To calculate the final result, the university takes into account the student's performance in each course, including attendance, participation, and final exams. The student's overall performance is then evaluated based on the university's grading scale.

**Grade Categories**
-------------------

The final result of master's degree studies at Gdańsk University of Technology is categorized based on the student's performance. The grade categories are as follows:

*   Excellent: students who earn 85-100 points
*   Good: students who earn 70-84 points
*   Satisfactory: students who earn 55-69 points
*   Sufficient: students who earn 40-54 points
*   Unsatisfactory: students who earn below 40 points

**Data**
--------

This information is supported by the university's regulations and grading scale [Data: Sources (15, 16)].

**Note**
--------

The specific criteria used to evaluate student performance in each course are outlined in the Sources table, specifically in § 16, which describes the grading scale and the calculation of the weighted average of grades [Data: Sources (15, 16)].","The final result of master’s degree studies is calculated to two decimal places using the formula: w = 0.6a + 0.3b + 0.1c, where ""a"" represents the final weighted grade average, ""b"" is the positive grade for the diploma thesis, and ""c"" is the positive grade for the diploma examination. The result ""w"" determines the final grade category as follows: ""very good"" if w ≥ 4.50, ""good plus"" if 4.10 ≤ w < 4.50, ""good"" if 3.70 ≤ w < 4.10, ""satisfactory plus"" if 3.30 ≤ w < 3.70, and ""satisfactory"" if 3.00 ≤ w < 3.30. This grading structure and formula are explicitly provided in §25(3) and §25(4) of the text.",0.2790582002053434,0.7208486502223467,0.08,0.08,0.687661372249945
"Under what specific conditions may a student be removed from the student register for lack of progress in studies, according to §26?","According to the provided sources, a student may be removed from the student register for lack of progress in studies if they fail to meet the requirements set by the university. This can occur if a student does not meet the academic standards, fails to attend classes regularly, or does not participate in the learning process.

The specific conditions for removal from the student register are outlined in §26 of the provided sources [Data: Sources (20, 21, 22, 23, 24)]+more. However, the exact criteria for determining lack of progress in studies are not explicitly stated in the provided text.

According to the Study Rules at Gdańsk University of Technology, lack of progress in studies is defined as a situation where a student fails to meet the requirements of their study program, including failing to complete subjects, accumulating a significant credit point deficit, or not making sufficient progress towards their learning outcomes [Data: Sources (0, 1, 2, 3, 4)]+more.

The university measures this lack of progress through various means, including the student's individual student account in the 'Moja PG' system, which tracks their course of studies and current status [Data: Sources (5, 6, 7, 8, 9)]+more. The university also considers the student's credit point deficit, which is the total number of ECTS credits for failed subjects in all semesters [Data: Sources (10, 11, 12, 13, 14)]+more.

It is worth noting that the specific conditions under which a student may be removed from the student register for lack of progress in studies are not explicitly stated in the provided rules. However, the university's rules for removing students from the student register for lack of progress in studies are outlined in §26 of the provided sources [Data: Sources (20, 21, 22, 23, 24)]+more.

In summary, while the specific conditions for removal from the student register are not explicitly stated, the university's rules and regulations provide a framework for determining lack of progress in studies and the consequences that may follow.","According to §26(2)(2) and §26(9), a student may be removed from the student register due to lack of progress in studies if there is an ""apparent lack of progress in studies"" or if they fail to complete the same semester three times. These clauses indicate that both subjective academic stagnation and repeated failure to pass a semester are grounds for removal. The text makes it explicit that three unsuccessful attempts at the same semester constitute sufficient justification for exclusion from the register, demonstrating a clear criterion for evaluating academic progress.",0.33890403700811245,0.9490331537047361,0.56,0.64,0.688949481365783
What are the procedural requirements and limitations a student must meet when applying for reinstatement of student rights after removal from the student register?,"**Procedural Requirements and Limitations for Student Reinstatement**
====================================================================

According to the provided sources, students applying for reinstatement of student rights after removal from the student register must meet certain procedural requirements and limitations.

### Application Requirements

To be eligible for reinstatement, students must submit a written application to the relevant authority, providing supporting documents, such as:

*   A letter of explanation
*   Proof of payment of any outstanding fees
*   A plan for completing any outstanding coursework

The application must be submitted within a specified timeframe, as outlined in the university's regulations.

### Evaluation and Decision-Making

The relevant authority will evaluate the application, considering factors such as:

*   Academic performance
*   Attendance
*   Behavior

The decision to reinstate the student will be made based on the evaluation, and the student will be notified in writing of the outcome.

### Limitations and Conditions

Reinstatement is subject to certain limitations and conditions, including:

*   The student's ability to meet the requirements outlined in the university's regulations
*   The student's ability to complete any outstanding coursework or attend additional classes, as determined by the relevant authority

### Appeal Process

If the student is not satisfied with the decision, they may appeal to the relevant authority, providing a written explanation and supporting documents.

### Conclusion

The procedural requirements and limitations for student reinstatement after removal from the student register are outlined in the university's regulations. Students must submit a written application, provide supporting documents, and meet the requirements outlined in the regulations to be eligible for reinstatement.

**Data References:**

*   Students must submit a written application, providing supporting documents [Data: Sources (1, 2, 3, 4, 5)]
*   The application must be submitted within a specified timeframe [Data: Sources (6, 7)]
*   The relevant authority will evaluate the application, considering factors such as academic performance, attendance, and behavior [Data: Sources (8, 9)]
*   Reinstatement is subject to certain limitations and conditions, including the student's ability to meet the requirements outlined in the university's regulations [Data: Sources (10, 11)]
*   The student may be required to complete any outstanding coursework or attend additional classes, as determined by the relevant authority [Data: Sources (12, 13)]

**Limitations of the Rules:**

*   The rules do not provide specific details on the requirements for reinstated students, which could lead to confusion or uncertainty.
*   The rules do not provide a clear timeline or process for reinstated students to complete their study plan or confirmation of learning outcomes.
*   The rules do not provide specific details on the consequences of not completing the study plan or confirmation of learning outcomes.

**Data References:**

*   The rules do not provide specific details on the requirements for reinstated students [Data: Sources (14, 15)]
*   The rules do not provide a clear timeline or process for reinstated students to complete their study plan or confirmation of learning outcomes [Data: Sources (16, 17)]
*   The rules do not provide specific details on the consequences of not completing the study plan or confirmation of learning outcomes [Data: Sources (18, 19)]","The procedural requirements for reinstatement include that the student must have previously studied at Gdańsk University of Technology and obtained at least 45 ECTS credits at a given faculty, as stated in §27(2). Applications must be submitted at least 30 days before the semester begins (§27(5)), and the reinstatement is granted by the dean for a specific semester (§27(6)). Additionally, reinstatement is not possible more than five years after removal (§27(11)), and those who were removed twice from the same field and study cycle are ineligible to apply (§27(10)). These stipulations delineate both the necessary qualifications and the strict temporal and situational limitations on reinstatement.",0.2133371062750523,0.918888583057656,0.45,0.45,0.6133484251002093
"What specific actions or omissions constitute a valid resignation from studies, resulting in removal from the student register?","# Valid Resignation from Studies at Gdańsk University of Technology

## Specific Actions or Omissions Constituting a Valid Resignation

According to the provided sources, a valid resignation from studies at Gdańsk University of Technology involves a formal process that is typically initiated by the student. However, the text does not explicitly state the specific actions or omissions that constitute a valid resignation.

## Consequences of Not Submitting the Application on Time

The regulations state that failure to submit the application within the deadline is considered as resignation from studies and results in initiation of proceedings for removal from the student register [Data: Sources (9)]. This implies that the student must submit the application on time to avoid being considered as having resigned.

## Unclear Requirements for a Valid Resignation

The text does not provide a clear explanation of the specific steps involved in the formal resignation process. It only mentions the consequences of not submitting the application on time. Therefore, it is unclear what specific actions or omissions constitute a valid resignation from studies, resulting in removal from the student register.

## Appeal Process

A student who has been deleted from the student register due to a credit point deficit or other reasons can appeal the decision to the Dean of the Faculty or the Rector of the University [Data: Sources (15, 16)]. In the case where a student did not intentionally follow the formal resignation process, they may be able to appeal the decision to remove them from the student register by arguing that they were unaware of the requirements or that there were exceptional circumstances that prevented them from following the process [Data: Sources (15, 16)].

## Restoration of Student Rights

A student who has been deleted from the student register due to a credit point deficit or other reasons may be able to restore their student rights if they meet certain conditions, such as completing the required subjects or paying any outstanding fees [Data: Sources (15, 16)].

## Procedures for Appealing a Decision

The Study Rules provide a detailed explanation of the procedures for appealing a decision to remove a student from the student register, including the deadlines for submitting an appeal and the requirements for the appeal [Data: Sources (15, 16)].

## Conclusion

In conclusion, the specific actions or omissions that constitute a valid resignation from studies at Gdańsk University of Technology are unclear. However, the regulations state that failure to submit the application on time is considered as resignation from studies, and the student may be able to appeal the decision to remove them from the student register by following the procedures outlined in the Study Rules and providing evidence to support their appeal [Data: Sources (15, 16)].","A valid resignation from studies, leading to removal from the student register, occurs under two clearly stated conditions in §26(8). First, if a student submits a declaration of resignation through the Moja PG system (§26(8)(1)). Second, if the student fails to submit a registration application as specified in §28(9) (§26(8)(2)). These two actions—an explicit declaration or a procedural omission—are both formally recognized as legitimate resignations, leading to the administrative removal from the register. The text leaves no ambiguity about the required format or system for these actions.",0.35681899506169124,0.0,0.35,0.37,0.7349682879390727
What rights and opportunities are granted to exceptionally gifted secondary school students who attend university classes at Gdańsk University of Technology?,"# Rights and Opportunities for Exceptionally Gifted Secondary School Students

Exceptionally gifted secondary school students who attend university classes at Gdańsk University of Technology are granted various rights and opportunities that support their academic and personal development.

## Academic Opportunities

These students have the right to use university teaching facilities and receive assistance from the university teaching staff [Data: Sources (15, 16)]. They are also allowed to participate in student team projects and in student scientific activities [Data: Sources (15, 16)]. Additionally, the dean of the faculty may appoint personal tutors (mentors) to take care of the secondary school students [Data: Sources (15, 16)].

## Academic Support

Each secondary school student shall receive a student’s transcript of records, and after completing classes, they receive a certificate confirming attendance in classes and subjects they have completed [Data: Sources (15, 16)]. Moreover, persons who attended classes and completed them with a positive result at Gdańsk University of Technology and apply to study at this university in the same field may be exempted from having to complete the same subjects, provided the learning outcomes of these subjects have not been changed [Data: Sources (15, 16)].

## Long-term Outcomes

The support and opportunities provided to exceptionally gifted secondary school students at Gdańsk University of Technology are aimed at fostering their academic and personal growth, and preparing them for future success. This support may help them to develop their skills and knowledge in a specific field, potentially leading to a stronger academic foundation and a higher likelihood of pursuing higher education in the future [Data: Sources (11, 12, 13, 14, 15)].

## Conclusion

In conclusion, exceptionally gifted secondary school students who attend university classes at Gdańsk University of Technology are granted various rights and opportunities that support their academic and personal development. These students have access to university teaching facilities, assistance from university teaching staff, and opportunities to participate in student team projects and scientific activities. The university's support and resources are designed to foster their growth and prepare them for future success.","Exceptionally gifted secondary school students who attend university classes at Gdańsk University of Technology are granted the right to use university teaching facilities, receive assistance from teaching staff, participate in student team projects, and engage in scientific activities, as stated in §33(2–3). Additionally, the dean may assign personal tutors or mentors to support them, as outlined in §33(4). These provisions ensure that secondary school students are integrated into the academic environment and are supported in their educational pursuits.",0.5906212821930628,0.9999999999999356,0.69,0.9,0.8624851287722508
Under what conditions can previously completed subjects by secondary school students be recognized or exempted when they apply for studies at Gdańsk University of Technology?,"# Recognition and Exemption of Completed Subjects by Secondary School Students

## Conditions for Recognition and Exemption

According to the Study Rules at Gdańsk University of Technology, previously completed subjects by secondary school students can be recognized or exempted under certain conditions. The rules specify that students must have completed the subjects in question within the last 14 days of the adoption of a given study program [Data: Sources (1, 2, 3, 4, 5)]+more.

## Requirements for Recognition and Exemption

To be eligible for recognition and exemption, students must have completed the subject cards in the ‘Moja PG’ portal by academic teachers responsible for the subject [Data: Sources (6, 7, 8, 9, 10)]+more. Additionally, students must have attended classes in accordance with the Study Rules and have taken examinations, completed internships, and fulfilled other requirements stipulated in the study plan and curriculum [Data: Sources (11, 12, 13, 14, 15)]+more.

## Documentation Required

Students must provide the following documentation for recognition and exemption of completed subjects:

* A confirmation of learning outcomes [Data: Sources (1, 5)]
* A detailed description of the completed subjects, including the learning outcomes, ECTS credits, and the duration of the completed subjects [Data: Sources (2, 7)]
* A certificate or diploma issued by the secondary school or institution where the completed subjects were taken [Data: Sources (3, 34)]
* A transcript of records or a similar document issued by the secondary school or institution where the completed subjects were taken [Data: Sources (4, 46)]

## Implications of Recognition and Exemption

Recognizing previously completed subjects and crediting them towards a degree at Gdańsk University of Technology can have several implications for students. Students who receive credit for previously completed subjects may need to adjust their study plan to ensure they meet the required number of credits for their degree [Data: Sources (7, 23)]. Additionally, students who receive credit for previously completed subjects may be eligible for a reduction in tuition fees [Data: Sources (2, 7)].

## Conclusion

In conclusion, previously completed subjects by secondary school students can be recognized or exempted when they apply for studies at Gdańsk University of Technology under certain conditions. Students must have completed the subjects in question within the last 14 days of the adoption of a given study program and must have provided the required documentation. The recognition and exemption of previously completed subjects can have implications for students' academic and financial situations.","As per §34(3–4), recognition or exemption of subjects completed by secondary school students at Gdańsk University of Technology depends on whether the students apply to the same or a different field of study. If they apply to the same field, they may be exempted from repeating the same subjects, provided the learning outcomes remain unchanged, with the final decision made by the academic teacher responsible for the subject. If they apply to a different field, exemption is possible if the previously completed subjects are part of the new study plan and the academic teacher confirms that the learning outcomes already achieved are sufficient. These conditions are clearly defined and restricted to the institutional standards set by the university.",0.38000128795940047,0.9428802889213888,0.21,0.29,0.8000051518376016
