user_input,response,reference,answer_correctness,answer_relevancy
"What procedural requirements must be fulfilled for the approval and implementation of individual research studies, including interdisciplinary ones?","**Procedural Requirements for Research Studies Approval and Implementation**

Based on the provided Knowledge Base, the procedural requirements for the approval and implementation of individual research studies, including interdisciplinary ones, can be summarized as follows:

1. **Dean's Approval**: The dean, in consultation with the faculty board, must approve the research study. This approval is required for all research studies, including interdisciplinary ones.
2. **Supervisor's Approval**: The research study supervisor must also approve the study. This approval is necessary for the study to proceed.
3. **Thesis Supervisor's Approval**: The thesis supervisor must approve the research study. This approval is required for the study to be considered complete.
4. **Review Process**: The research study must undergo a review process, which includes a review by the supervisor and reviewer. This review process is necessary to ensure the quality and validity of the research study.
5. **Faculty Diploma Rules**: The research study must comply with the faculty diploma rules, which are confirmed by the faculty board and consultation with the Student Government at the faculty.

**Interdisciplinary Research Studies**

For interdisciplinary research studies, the procedural requirements may vary depending on the specific research topic and the involved faculties. However, the general requirements mentioned above must still be fulfilled.

**Timeline for Research Studies**

The timeline for research studies is as follows:

* Bachelor's degree studies: the research study must be submitted by the first day of the basic examination session in the diploma semester.
* Master's degree studies:
	+ Winter semester: the research study must be submitted by 30 April.
	+ Summer semester: the research study must be submitted by 30 September.

**References**

* [KG] unknown_source
* [DC] unknown_source
* [KG] unknown_source
* [DC] unknown_source
* [KG] unknown_source
* [DC] unknown_source","The text states in §17(11) that the program and plan for individual research studies, including interdisciplinary studies, must be determined jointly by the student and their academic supervisor. Furthermore, this program must comply with the requirements set forth in §17(4) and must be approved by the dean. This answer is accurate as it aligns directly with the procedural requirements described in the specified paragraph, ensuring both academic guidance and administrative approval are part of the process.",0.5022845106388301,0.8898352017079496
"Under what conditions can students of master’s degree programs extend their studies for one semester, and what academic credit is associated with this extension?","**Extended Study Mode for Master's Degree Programs**

According to the provided Knowledge Base, students in master's degree studies can extend their studies for one semester under certain conditions. Specifically, they can do so if they have obtained a high grade point average after the first semester (or subsequent ones).

**Academic Credit Associated with Extension**

The Knowledge Base does not explicitly mention the academic credit associated with this extension. However, it does mention that students can earn ECTS credits for completed subjects, with the sum of awarded ECTS credits being an integer.

**References**

* [KG] Unknown file path
* [KG] Unknown file path (Section VI, § 17, point 6)
* [KG] Unknown file path (Section VI, § 17, point 6)
* [KG] Unknown file path (Section VI, § 17, point 6)
* [KG] Unknown file path","As stated in §17(12), students enrolled in master’s degree programs may apply for a one-semester extension of their studies specifically to complete a long-term industrial research internship. Upon completion, they are awarded 30 ECTS credits for the internship. The terms and conditions of such internships are detailed in a separate regulation adopted by the rector, and permission to undertake the internship must be granted by the dean. This answer is substantiated by the precise language of §17(12), which outlines the eligibility, credit allocation, and procedural framework for the extension.",,0.0
What are the specific conditions that must be jointly fulfilled for a diploma thesis to be considered successfully submitted at Gdańsk University of Technology?,"To be considered successfully submitted, a diploma thesis at Gdańsk University of Technology must fulfill the following specific conditions:

*   The thesis must be submitted through the Moja PG system.
*   The thesis must be evaluated by the Diploma Examination Committee.
*   The thesis must be checked for plagiarism using the Unified Anti-plagiarism System.
*   The thesis must meet the requirements specified in the Faculty Diploma Rules.
*   The thesis must be submitted within the specified deadline for the winter semester or summer semester.

These conditions are based on the relationships and entities within the Knowledge Base, specifically the relationships involving the Diploma Thesis, Moja PG system, Diploma Examination Committee, Unified Anti-plagiarism System, Faculty Diploma Rules, and the academic calendar.

References:
[KG] file_path: unknown_source
[KG] file_path: unknown_source
[KG] file_path: unknown_source
[KG] file_path: unknown_source
[KG] file_path: unknown_source","A diploma thesis is considered successfully submitted at Gdańsk University of Technology only when the following three conditions are fulfilled together: first, the student must submit a declaration of independent completion of the diploma thesis; second, the thesis, along with any required attachments, must be uploaded to the university repository of written diploma theses using the “MojaPG” system; and third, the thesis supervisor must approve the thesis and send it for review. This is explicitly outlined in §21(9), which defines the joint nature of these requirements for successful thesis submission.",0.5059675888527867,
"According to the text, under what circumstances may a diploma thesis be submitted in the form of a published or accepted article, and what additional requirement must be met in such cases?","According to the text, a diploma thesis may be submitted in the form of a published or accepted article under the following circumstances:

* At the student's request, approved by the diploma thesis supervisor
* The student must have achieved the learning outcomes in the given field, level, and profile of studies
* The article must be published or accepted for publication in a peer-reviewed journal or post-conference materials (in accordance with the current ministerial list for a minimum of 100 points)
* The student must submit a self-report in addition to the article

Additionally, the student must be the first author of the article in cases of multi-authored publications.","A diploma thesis may be submitted in the form of an article that has been published or accepted for publication in a peer-reviewed journal or post-conference materials, provided it meets the condition of scoring at least 100 points on the current ministerial list and relates to the learning outcomes of the relevant field, level, and profile of studies. This submission format requires prior approval from both the diploma thesis supervisor and the dean. Additionally, the student must submit a self-report, and in the case of multi-authored publications, the diploma student must be the first author. These conditions are clearly articulated in §21(3), which governs the alternative submission format for diploma thes",0.7239618886506974,0.9527620862779528
"How is the final result of master’s degree studies calculated, and what are the corresponding grade categories based on the calculated score?","The final result of master’s degree studies is calculated based on the ECTS points achieved by the student during their studies. According to the provided knowledge base, the condition for completing studies and obtaining the diploma of completion of studies is obtaining the learning outcomes and the number of ECTS points specified in the curriculum.

However, the knowledge base does not explicitly state the calculation method for the final result. Nevertheless, it is mentioned that the final result is based on the ECTS points achieved, which implies that the calculation is likely based on the total number of ECTS points earned by the student throughout their master’s degree studies.

As for the corresponding grade categories, the knowledge base does not provide specific information on the grading scale used by Gdańsk University of Technology. However, it is common in European higher education institutions to use the European Credit Transfer and Accumulation System (ECTS) grading scale, which typically includes the following grade categories:

* Excellent: 90-100%
* Very Good: 80-89%
* Good: 70-79%
* Satisfactory: 60-69%
* Sufficient: 50-59%
* Fail: below 50%

Please note that this information is not explicitly stated in the knowledge base, and the actual grading scale used by Gdańsk University of Technology may differ.

References:

* [KG] file_path: unknown_source (Knowledge Graph source)
* [DC] file_path: unknown_source (Vector Data source)","The final result of master’s degree studies is calculated to two decimal places using the formula: w = 0.6a + 0.3b + 0.1c, where ""a"" represents the final weighted grade average, ""b"" is the positive grade for the diploma thesis, and ""c"" is the positive grade for the diploma examination. The result ""w"" determines the final grade category as follows: ""very good"" if w ≥ 4.50, ""good plus"" if 4.10 ≤ w < 4.50, ""good"" if 3.70 ≤ w < 4.10, ""satisfactory plus"" if 3.30 ≤ w < 3.70, and ""satisfactory"" if 3.00 ≤ w < 3.30. This grading structure and formula are explicitly provided in §25(3) and §25(4) of the text.",0.35315748086709103,0.0
"Under what specific conditions may a student be removed from the student register for lack of progress in studies, according to §26?","According to the provided Knowledge Base, there is no mention of §26. However, I can provide information on the conditions for removal from the student register based on the provided text.

According to the text, if a student fails to submit an application for registration in the ""Moja PG"" system within 14 days before the beginning of the semester they are going to attend, it is considered as resignation from studies and results in initiation of proceedings for removal from the student register (Source 0, page 15).

Additionally, the text does not specify the conditions for removal from the student register for lack of progress in studies under §26. If you could provide more context or information about §26, I would be happy to help.

References:
[KG] unknown_source (Source 0)","According to §26(2)(2) and §26(9), a student may be removed from the student register due to lack of progress in studies if there is an ""apparent lack of progress in studies"" or if they fail to complete the same semester three times. These clauses indicate that both subjective academic stagnation and repeated failure to pass a semester are grounds for removal. The text makes it explicit that three unsuccessful attempts at the same semester constitute sufficient justification for exclusion from the register, demonstrating a clear criterion for evaluating academic progress.",0.165052063651731,0.0
What are the procedural requirements and limitations a student must meet when applying for reinstatement of student rights after removal from the student register?,"Reinstatement of Student Rights is a process for students to resume their studies after removal from the register. According to the procedural requirements, students must meet the following conditions and limitations:

*   The student may have their rights reinstated after removal from the register.
*   The student must submit a request for reinstatement.
*   The student may be requested by the dean to compensate for differences in curriculum resulting from changes that occurred in the study program during the leave.

It is not specified in the provided information how long the student has to wait after removal from the register before they can apply for reinstatement.

References:

*   [KG] Unknown file path (Relationship ID: 20)
*   [KG] Unknown file path (Relationship ID: 9)","The procedural requirements for reinstatement include that the student must have previously studied at Gdańsk University of Technology and obtained at least 45 ECTS credits at a given faculty, as stated in §27(2). Applications must be submitted at least 30 days before the semester begins (§27(5)), and the reinstatement is granted by the dean for a specific semester (§27(6)). Additionally, reinstatement is not possible more than five years after removal (§27(11)), and those who were removed twice from the same field and study cycle are ineligible to apply (§27(10)). These stipulations delineate both the necessary qualifications and the strict temporal and situational limitations on reinstatement.",0.40749007485007854,0.8827474386493964
"What specific actions or omissions constitute a valid resignation from studies, resulting in removal from the student register?","According to the provided knowledge base, a valid resignation from studies, resulting in removal from the student register, can be constituted by the following specific actions or omissions:

* Failing to submit a registration application, as provided for in §28(9).
* Submitting a declaration of resignation from studies in the Moja PG system.

These actions or omissions are mentioned in the provided knowledge base, specifically in the ""Sources"" section, under the text of §28.

### References

* [KG] unknown_source

Note: The ""unknown_source"" file path indicates that the source of the information is unknown. If the source were known, it would be included here.","A valid resignation from studies, leading to removal from the student register, occurs under two clearly stated conditions in §26(8). First, if a student submits a declaration of resignation through the Moja PG system (§26(8)(1)). Second, if the student fails to submit a registration application as specified in §28(9) (§26(8)(2)). These two actions—an explicit declaration or a procedural omission—are both formally recognized as legitimate resignations, leading to the administrative removal from the register. The text leaves no ambiguity about the required format or system for these actions.",0.4526715569223328,0.9560094619488148
What are the eligibility criteria for a student to receive a diploma with distinction at Gdańsk University of Technology?,"To receive a diploma with distinction at Gdańsk University of Technology, a student must meet certain eligibility criteria. According to the information available in the Knowledge Base, the Golden Badge of a Graduate of Gdańsk University of Technology is awarded to students who receive a diploma with distinction.

However, there is no specific information available in the Knowledge Base about the eligibility criteria for receiving a diploma with distinction. It is possible that this information is not explicitly stated in the provided sources or it is not available in the Knowledge Base.

Therefore, I am unable to provide a definitive answer to this question based on the information available in the Knowledge Base.","According to §31(1) of the text, a student must meet all five specific criteria to be eligible for a diploma with distinction at Gdańsk University of Technology. These include: achieving a weighted average grade of at least 4.5 throughout the entire study period or demonstrating outstanding scientific achievements documented by the diploma examination date; earning a 'very good' (5.0) grade for the diploma thesis, if it is part of the study program; receiving a 'very good' (5.0) grade in the diploma examination; not having been penalized by any disciplinary committee or student disciplinary panel; and submitting their diploma thesis within the specified deadline, including any approved extension under §21(11). This answer is directly supported by §31(1)(1–5) of the document.",0.1948397933406229,0.0
What rights and opportunities are granted to exceptionally gifted secondary school students who attend university classes at Gdańsk University of Technology?,"Exceptionally gifted secondary school students who attend university classes at Gdańsk University of Technology have access to the following rights and opportunities:

*   They can participate in university classes, which can provide them with advanced knowledge and skills.
*   They may have the opportunity to work with experienced professors and researchers in their chosen field.
*   They may be able to take part in research projects or internships, which can give them hands-on experience and help them develop their skills.
*   They may have access to specialized equipment or resources that can help them in their studies.
*   They may be eligible for scholarships or other forms of financial assistance to help them cover the costs of their education.

It's worth noting that the specific rights and opportunities available to exceptionally gifted secondary school students who attend university classes at Gdańsk University of Technology may vary depending on the university's policies and procedures.

**References**

*   [KG] ""§2. Undertaking studies"" from unknown_source
*   [KG] ""§3. Admitted students"" from unknown_source
*   [KG] ""§4. Organization of studies"" from unknown_source
*   [KG] ""§5. Academic year"" from unknown_source
*   [KG] ""§6. Basic examination and retake sessions"" from unknown_source","Exceptionally gifted secondary school students who attend university classes at Gdańsk University of Technology are granted the right to use university teaching facilities, receive assistance from teaching staff, participate in student team projects, and engage in scientific activities, as stated in §33(2–3). Additionally, the dean may assign personal tutors or mentors to support them, as outlined in §33(4). These provisions ensure that secondary school students are integrated into the academic environment and are supported in their educational pursuits.",,0.9860248510869636
Under what conditions can previously completed subjects by secondary school students be recognized or exempted when they apply for studies at Gdańsk University of Technology?,"Based on the provided Knowledge Base, the conditions for recognizing or exempting previously completed subjects by secondary school students when they apply for studies at Gdańsk University of Technology are not explicitly stated.

However, the Knowledge Base does mention that students can change their university after the end of the semester (source: §5 of the provided document). Additionally, it is stated that a student can change the university after the end of the semester, and a student who is applying for a change of university submits a transfer application not later than one month before the beginning of the subsequent semester (source: §4 of the provided document).

It is also mentioned that the detailed rules for the transfer and recognition of learning outcomes when changing the field of study, faculty, and university are provided for in university procedure No. 11.

Therefore, it can be inferred that the conditions for recognizing or exempting previously completed subjects by secondary school students may be outlined in the university procedure No. 11, but the specific details are not provided in the Knowledge Base.

References:
- [KG] §5 of unknown_source
- [KG] §4 of unknown_source
- [KG] university procedure No. 11 of unknown_source","As per §34(3–4), recognition or exemption of subjects completed by secondary school students at Gdańsk University of Technology depends on whether the students apply to the same or a different field of study. If they apply to the same field, they may be exempted from repeating the same subjects, provided the learning outcomes remain unchanged, with the final decision made by the academic teacher responsible for the subject. If they apply to a different field, exemption is possible if the previously completed subjects are part of the new study plan and the academic teacher confirms that the learning outcomes already achieved are sufficient. These conditions are clearly defined and restricted to the institutional standards set by the university.",0.42697455550544616,0.0
