user_input,response,reference,answer_correctness,answer_relevancy
"According to the text, under what circumstances may a diploma thesis be submitted in the form of a published or accepted article, and what additional requirement must be met in such cases?","According to the text, a diploma thesis may be submitted in the form of a published or accepted article under the following circumstances:

* The student's request is approved by the diploma thesis supervisor.
* The article must be published or accepted for publication in a peer-reviewed journal or post-conference materials (in accordance with the current ministerial list for a minimum of 100 points).
* The article must be related to learning outcomes achieved in a given field, level, and profile of studies.
* The student must be the first author of the article in the case of multi-authored publications.
* The student must submit a self-report.

Additionally, the text specifies that the supervisor and reviewer are obliged to write separate opinions and reviews for each individual author of a collective diploma thesis if it is submitted in the form of a published or accepted article.","A diploma thesis may be submitted in the form of an article that has been published or accepted for publication in a peer-reviewed journal or post-conference materials, provided it meets the condition of scoring at least 100 points on the current ministerial list and relates to the learning outcomes of the relevant field, level, and profile of studies. This submission format requires prior approval from both the diploma thesis supervisor and the dean. Additionally, the student must submit a self-report, and in the case of multi-authored publications, the diploma student must be the first author. These conditions are clearly articulated in §21(3), which governs the alternative submission format for diploma thes",0.7732718183756633,0.9392393480647104
"How is the final result of master’s degree studies calculated, and what are the corresponding grade categories based on the calculated score?","**Calculation of Final Result of Master's Degree Studies**
==========================================================

According to §25, paragraph 3, the final result of master's degree studies is calculated with accuracy to the nearest two decimal places after the decimal point, in accordance with the following formula:

w = 0.6a + 0.3b + 0.1c

where:
- a is the final weighted grade average in accordance with the rules stipulated in §16
- b is a positive grade for the diploma thesis
- c is a positive grade for the diploma examination

**Corresponding Grade Categories**
================================

The final result of studies (paragraph 2 and 3) is entered in the diploma in accordance with the following credit scale:

| Credit Scale | w (score) | Final Grade for Studies |
| --- | --- | --- |
| 4.50 and above | w ≥ 4.50 | very good |
| 4.10 to 4.50 | 4.10 ≤ w < 4.50 | good plus |
| 3.70 to 4.10 | 3.70 ≤ w < 4.10 | good |
| 3.30 to 3.70 | 3.30 ≤ w < 3.70 | satisfactory plus |
| 3.00 to 3.30 | 3.00 ≤ w < 3.30 | satisfactory |

**References**
===============

* [KG] unknown_source: §25, paragraph 3
* [KG] unknown_source: §25, paragraph 2
* [KG] unknown_source: Credit scale
* [KG] unknown_source: Calculation of final result of master's degree studies
* [KG] unknown_source: Corresponding grade categories","The final result of master’s degree studies is calculated to two decimal places using the formula: w = 0.6a + 0.3b + 0.1c, where ""a"" represents the final weighted grade average, ""b"" is the positive grade for the diploma thesis, and ""c"" is the positive grade for the diploma examination. The result ""w"" determines the final grade category as follows: ""very good"" if w ≥ 4.50, ""good plus"" if 4.10 ≤ w < 4.50, ""good"" if 3.70 ≤ w < 4.10, ""satisfactory plus"" if 3.30 ≤ w < 3.70, and ""satisfactory"" if 3.00 ≤ w < 3.30. This grading structure and formula are explicitly provided in §25(3) and §25(4) of the text.",0.7978805903350716,0.9805958827062592
"Under what specific conditions may a student be removed from the student register for lack of progress in studies, according to §26?","According to the provided document, students who have been registered and fail to complete the same semester three times may be excluded from the student register on account of lack of progress in their studies. This information is found in paragraph 9 of section XI, under the subsection ""REINSTATEMENT OF STUDENT RIGHTS"".

Here is a summary of the relevant information:

### Lack of Progress in Studies

* Students who have been registered and fail to complete the same semester three times may be excluded from the student register.
* This exclusion is due to lack of progress in their studies.

### References

* [DC] unknown_source","According to §26(2)(2) and §26(9), a student may be removed from the student register due to lack of progress in studies if there is an ""apparent lack of progress in studies"" or if they fail to complete the same semester three times. These clauses indicate that both subjective academic stagnation and repeated failure to pass a semester are grounds for removal. The text makes it explicit that three unsuccessful attempts at the same semester constitute sufficient justification for exclusion from the register, demonstrating a clear criterion for evaluating academic progress.",0.506485542182633,0.5429206966697184
What are the procedural requirements and limitations a student must meet when applying for reinstatement of student rights after removal from the student register?,"**Reinstatement of Student Rights: Procedural Requirements and Limitations**

According to the provided document, a student who has been removed from the student register may apply for reinstatement of their student rights under certain conditions.

**Eligibility Criteria**
------------------------

To be eligible for reinstatement, a student must have previously studied at Gdańsk University of Technology and accumulated at least 45 ECTS credits at a given faculty.

**Conditions for Reinstatement**
------------------------------

The decision to allow a student to resume studies is made by the dean. The student must submit an application at the dean's office at least 30 days prior to the commencement of the semester in which the studies are to be resumed.

**Limitations**
--------------

*   Reinstatement of student rights is not possible after 5 years from being removed from the student register.
*   A person who resumed studies twice and was then removed from the student register in the same field of study and cycle of studies may not apply for reinstatement.

**Other Requirements**
---------------------

*   Persons applying to have their student rights reinstated three years after their removal from the student register are obliged to take a reactivation examination pursuant to the rules established by the dean.
*   Persons resuming their studies are obliged to make up for differences in the curriculum within a scope and time limit set by the dean.

**References**
--------------

*   [KG] XI. REINSTATEMENT OF STUDENT RIGHTS
*   [KG] §27
*   [KG] §28
*   [DC] unknown_source
*   [KG] page 15
*   [DC] unknown_source","The procedural requirements for reinstatement include that the student must have previously studied at Gdańsk University of Technology and obtained at least 45 ECTS credits at a given faculty, as stated in §27(2). Applications must be submitted at least 30 days before the semester begins (§27(5)), and the reinstatement is granted by the dean for a specific semester (§27(6)). Additionally, reinstatement is not possible more than five years after removal (§27(11)), and those who were removed twice from the same field and study cycle are ineligible to apply (§27(10)). These stipulations delineate both the necessary qualifications and the strict temporal and situational limitations on reinstatement.",0.8198956841582303,0.6335201007034753
"What specific actions or omissions constitute a valid resignation from studies, resulting in removal from the student register?","**Resignation from Studies**
==========================

According to the provided regulations, a valid resignation from studies, resulting in removal from the student register, occurs in the following circumstances:

*   The student submits a declaration of resignation from studies in the Moja PG system. [§28(9)]
*   Failure to submit a registration application, as provided for in §28(9).

**Consequences of Resignation**
=============================

Upon resignation, the student is removed from the student register. Students who have been registered and fail to complete the same semester three times may be excluded from the student register on account of lack of progress in their studies.

**References**
==============

*   [KG] unknown_source
*   [KG] unknown_source
*   [KG] unknown_source
*   [KG] unknown_source
*   [KG] unknown_source","A valid resignation from studies, leading to removal from the student register, occurs under two clearly stated conditions in §26(8). First, if a student submits a declaration of resignation through the Moja PG system (§26(8)(1)). Second, if the student fails to submit a registration application as specified in §28(9) (§26(8)(2)). These two actions—an explicit declaration or a procedural omission—are both formally recognized as legitimate resignations, leading to the administrative removal from the register. The text leaves no ambiguity about the required format or system for these actions.",0.5869442341024871,0.7793364172956415
Under what conditions can previously completed subjects by secondary school students be recognized or exempted when they apply for studies at Gdańsk University of Technology?,"**Exemption of Previously Completed Subjects**
=====================================================

According to the provided rules, secondary school students who have previously attended classes and completed them with a positive result at Gdańsk University of Technology can be exempted from having to complete the same subjects, provided the learning outcomes of these subjects have not been changed.

**Conditions for Exemption**
---------------------------

The conditions for exemption are as follows:

1. The student must have previously attended classes and completed them with a positive result at Gdańsk University of Technology.
2. The learning outcomes of the subjects to be exempted must not have been changed.
3. The final decision in this matter is made by the academic teacher conducting classes in the particular subject.

**Recognition of Previously Completed Subjects**
--------------------------------------------

Additionally, students admitted to a different field of studies at Gdańsk University of Technology may be exempted from having to attend subjects they have already completed before commencing their studies, provided that these subjects are listed in the study plan, and that the academic teacher in charge of the subject decides the already attained learning outcomes to be sufficient.

**References**
--------------

* [KG] unknown_source
* [KG] unknown_source","As per §34(3–4), recognition or exemption of subjects completed by secondary school students at Gdańsk University of Technology depends on whether the students apply to the same or a different field of study. If they apply to the same field, they may be exempted from repeating the same subjects, provided the learning outcomes remain unchanged, with the final decision made by the academic teacher responsible for the subject. If they apply to a different field, exemption is possible if the previously completed subjects are part of the new study plan and the academic teacher confirms that the learning outcomes already achieved are sufficient. These conditions are clearly defined and restricted to the institutional standards set by the university.",0.6155611370895632,0.8955779615572091
What training components are mandatory for students during their first semester at Gdańsk University of Technology?,"# Mandatory Training Components for First Semester Students

According to the provided study rules, there is no specific information about mandatory training components for students during their first semester at Gdańsk University of Technology.

However, the rules mention the concept of ""individual student account in ‘Moja PG’ system"" which implies that students will need to familiarize themselves with the University's electronic system 'Moja PG'. 

Additionally, the rules mention ""registration for the semester"" which is a decision made by the dean, allowing a student to attend classes included in the curriculum of a given semester. This might involve some mandatory orientation or registration process, but the details are not specified.

To confirm the exact mandatory training components, further information or clarification from the University's administration would be necessary.

### References
* [KG] unknown_source (Study Rules at Gdańsk University of Technology)
* [DC] unknown_source (unknown path)","During their first semester, students at Gdańsk University of Technology are required to complete mandatory training in several areas. These include health and safety, library training, the university's study rules, usage of the “Moja PG” system, and preparation for participating in distance learning classes. This requirement is specified in §3, point 6 of the text, which outlines the components of the training necessary to ensure students are adequately prepared for their academic responsibilities and the university’s operational systems.",0.38891412424550914,0.0
"Under what circumstances may classes at Gdańsk University of Technology be conducted in a foreign language, and how is the language of examination determined in such cases?","# Conducting Classes in a Foreign Language

According to the provided document, classes at Gdańsk University of Technology may be conducted in a foreign language, but there is no specific information provided regarding the circumstances under which this occurs.

However, it is mentioned in §4 that ""Teaching may be carried out in the form of lectures, classes, laboratory classes, workshops and projects, seminars and foreign language courses.""

This suggests that classes may be conducted in a foreign language as part of the teaching methods, but the specific circumstances or requirements for this are not specified.

# Language of Examination

There is no explicit information provided regarding how the language of examination is determined in cases where classes are conducted in a foreign language.

However, it is mentioned in §4 that ""Classes may also be conducted using distance education methods and techniques."" It is possible that the language of examination could be determined in accordance with the requirements of the specific distance education methods or techniques being used.

To determine the language of examination in such cases, further information or clarification would be necessary.

# References

* [KG] unknown_source
* [KG] unknown_source
* [KG] unknown_source
* [KG] unknown_source
* [KG] unknown_source","Classes may be conducted in a foreign language if they are part of a study program offered in that language, if selected subjects are designated to be taught in a foreign language, or if they are part of a Polish-language program but involve foreign specialists or international students. In the latter case, the language of examination or course credit is determined through consultation with the Group Representative. Moreover, students may write their diploma thesis in a foreign language with the dean's approval, even if the program is conducted in Polish. These provisions are detailed in §8(1)-(5) of the text, ensuring that language use aligns with program structure and student needs while maintaining institutional oversight.",0.2809009402802237,0.0
What are the specific categories of students for whom the dean may agree to implement an individual study plan upon receiving a request within 14 days of the semester's start?,"# Categories of Students Eligible for Individual Study Plan
According to the provided information, there is no mention of specific categories of students for whom the dean may agree to implement an individual study plan upon receiving a request within 14 days of the semester's start.

However, it is mentioned in §1 of the Public Information Bulletin (BIP) that study programs are made available in BIP within 14 days of their adoption. Changes to the study programs introduced during the education course are made available through BIP at least one month before the commencement of the semester they concern.

There is also a mention in §4 of the Public Information Bulletin (BIP) that changes to the study programs introduced during the education course are made available through BIP at least one month before the commencement of the semester they concern.","According to §17(9) of the text, the dean may agree to implement an individual study plan for students who submit a request within 14 days of the semester's start, particularly if they fall into any of the following ten categories: (1) those pursuing part of their studies at another university, (2) those enrolled in second-cycle studies in an extended mode, (3) students pursuing more than one field of study, (4) those who have changed their field of study or faculty, (5) students with a specific level and type of disability, (6) those repeating a semester and taking subjects from subsequent semesters, (7) students returning from a gap year, resuming their studies, or transferred from another university, (8) students unable to attend regular classes due to medically confirmed health conditions, (9) students who are athletes with national or higher-level achievements, and (10) students who are actively involved in university-level or higher student organizations. This answer is correct because the text explicitly lists these ten categories in §17(9).",0.15431314029458368,0.0
What are the eligibility criteria for a student to receive a diploma with distinction at Gdańsk University of Technology?,"Eligibility Criteria for Diploma with Distinction
=============================================

According to the provided rules, there is no explicit information about the eligibility criteria for a student to receive a diploma with distinction at Gdańsk University of Technology.

However, it can be inferred that the student must meet the general requirements for graduation, which are not explicitly stated in the provided document.

To determine the eligibility criteria, further information from the university's regulations or the student's study plan would be necessary.

References
----------

* [KG] unknown_source
* [DC] unknown_source","According to §31(1) of the text, a student must meet all five specific criteria to be eligible for a diploma with distinction at Gdańsk University of Technology. These include: achieving a weighted average grade of at least 4.5 throughout the entire study period or demonstrating outstanding scientific achievements documented by the diploma examination date; earning a 'very good' (5.0) grade for the diploma thesis, if it is part of the study program; receiving a 'very good' (5.0) grade in the diploma examination; not having been penalized by any disciplinary committee or student disciplinary panel; and submitting their diploma thesis within the specified deadline, including any approved extension under §21(11). This answer is directly supported by §31(1)(1–5) of the document.",0.21109440003356844,0.0
What rights and opportunities are granted to exceptionally gifted secondary school students who attend university classes at Gdańsk University of Technology?,"# Exceptionally Gifted Students Rights and Opportunities

According to the provided document, exceptionally gifted students are granted special conditions and modes of study. These rights and opportunities are outlined in Section XV, ""CONDITIONS AND MODE OF STUDY FOR EXCEPTIONALLY GIFTED STUDENTS"".

The document does not provide a detailed description of the specific rights and opportunities granted to exceptionally gifted students. However, it does mention that these students have access to special conditions and modes of study, which implies that they may have additional privileges or benefits not available to other students.

To determine the specific rights and opportunities granted to exceptionally gifted students, further information or clarification from the document or the university is necessary.

### References

* [KG] unknown_source (Section XV, CONDITIONS AND MODE OF STUDY FOR EXCEPTIONALLY GIFTED STUDENTS)
* [DC] unknown_source (Section XV, CONDITIONS AND MODE OF STUDY FOR EXCEPTIONALLY GIFTED STUDENTS)
* [KG] unknown_source (Section I, GENERAL PROVISIONS)
* [DC] unknown_source (Section I, GENERAL PROVISIONS)
* [KG] unknown_source (Section II, UNDERTAKING STUDIES)","Exceptionally gifted secondary school students who attend university classes at Gdańsk University of Technology are granted the right to use university teaching facilities, receive assistance from teaching staff, participate in student team projects, and engage in scientific activities, as stated in §33(2–3). Additionally, the dean may assign personal tutors or mentors to support them, as outlined in §33(4). These provisions ensure that secondary school students are integrated into the academic environment and are supported in their educational pursuits.",0.317819822241685,0.0
