user_input,response,reference,answer_correctness,answer_relevancy
What are the specific conditions that must be jointly fulfilled for a diploma thesis to be considered successfully submitted at Gdańsk University of Technology?,"**Conditions for Successful Submission of Diploma Thesis**
==========================================================

According to the provided rules, a diploma thesis is considered to be successfully submitted when the following conditions are fulfilled jointly:

### 1. Declaration of Independent Completion
The student submits a declaration of independent completion of the diploma thesis.

### 2. Thesis Upload and Attachments
The diploma thesis is uploaded with attachments to the university repository of written diploma theses using the “MojaPG”, university system.

### 3. Thesis Supervisor Approval
The thesis supervisor approves the thesis and sends it for review.

These conditions must be met simultaneously for the diploma thesis to be considered successfully submitted.

**References**
--------------

* [KG] unknown_source
* [DC] unknown_source
* [KG] unknown_source
* [DC] unknown_source
* [KG] unknown_source
* [DC] unknown_source","A diploma thesis is considered successfully submitted at Gdańsk University of Technology only when the following three conditions are fulfilled together: first, the student must submit a declaration of independent completion of the diploma thesis; second, the thesis, along with any required attachments, must be uploaded to the university repository of written diploma theses using the “MojaPG” system; and third, the thesis supervisor must approve the thesis and send it for review. This is explicitly outlined in §21(9), which defines the joint nature of these requirements for successful thesis submission.",0.8026580190819219,0.7728185673082165
"According to the text, under what circumstances may a diploma thesis be submitted in the form of a published or accepted article, and what additional requirement must be met in such cases?","**Submission of Diploma Thesis in the Form of a Published or Accepted Article**

According to the text, a diploma thesis may be submitted in the form of a published or accepted article under the following circumstances:

* The student's request, approved by the diploma thesis supervisor, is approved by the dean.
* The article must be published or accepted for publication in a peer-reviewed journal or post-conference materials.
* The article must be related to learning outcomes achieved in a given field, level, and profile of studies.
* The article must be in accordance with the current ministerial list for a minimum of 100 points.
* The student must be the first author if the article is multi-authored.

Additionally, in such cases, the student is required to submit a self-report.","A diploma thesis may be submitted in the form of an article that has been published or accepted for publication in a peer-reviewed journal or post-conference materials, provided it meets the condition of scoring at least 100 points on the current ministerial list and relates to the learning outcomes of the relevant field, level, and profile of studies. This submission format requires prior approval from both the diploma thesis supervisor and the dean. Additionally, the student must submit a self-report, and in the case of multi-authored publications, the diploma student must be the first author. These conditions are clearly articulated in §21(3), which governs the alternative submission format for diploma thes",0.9184634506723646,0.9546997969911262
"How is the final result of master’s degree studies calculated, and what are the corresponding grade categories based on the calculated score?","**Final Result Calculation for Master's Degree Studies**
===========================================================

According to § 25, the final result of master's degree studies is calculated using the following formula:

w = 0.6a + 0.3b + 0.1c

where:
- a is the final weighted grade average in accordance with the rules stipulated in §16,
- b is a positive grade for the diploma thesis,
- c is a positive grade for the diploma examination.

**Grade Categories Based on Calculated Score**
=============================================

The final result of studies (w) is entered in the diploma in accordance with the following credit scale:

*   **Very Good**: w ≥ 4.50
*   **Good Plus**: 4.10 ≤ w < 4.50
*   **Good**: 3.70 ≤ w < 4.10
*   **Satisfactory Plus**: 3.30 ≤ w < 3.70
*   **Satisfactory**: 3.00 ≤ w < 3.30

**Additional Information**
-------------------------

In justified cases, the diploma examination committee may raise the final grade calculated in accordance with paragraphs 2 or 3 by half a grade.

**References**
---------------

*   [KG] unknown_source: § 25
*   [KG] unknown_source: § 16
*   [KG] unknown_source: Credit scale
*   [KG] unknown_source: Paragraph 2 and 3
*   [KG] unknown_source: Paragraph 4","The final result of master’s degree studies is calculated to two decimal places using the formula: w = 0.6a + 0.3b + 0.1c, where ""a"" represents the final weighted grade average, ""b"" is the positive grade for the diploma thesis, and ""c"" is the positive grade for the diploma examination. The result ""w"" determines the final grade category as follows: ""very good"" if w ≥ 4.50, ""good plus"" if 4.10 ≤ w < 4.50, ""good"" if 3.70 ≤ w < 4.10, ""satisfactory plus"" if 3.30 ≤ w < 3.70, and ""satisfactory"" if 3.00 ≤ w < 3.30. This grading structure and formula are explicitly provided in §25(3) and §25(4) of the text.",0.7882571808562742,0.8560012655911701
"Under what specific conditions may a student be removed from the student register for lack of progress in studies, according to §26?","According to the provided document, students who have been registered and fail to complete the same semester three times may be excluded from the student register on account of lack of progress in their studies. This information is found in point 9 under the section ""Removal from the student register due to resignation"" which is actually under ""Removal from the student register due to absence from compulsory classes occurs in the event of unjustified absence from 4 classes as part of the same form of classes in the selected subject covered by the study plan"" (point 7), however it is clearly stated under point 9.

### References
* [KG] unknown_source #9","According to §26(2)(2) and §26(9), a student may be removed from the student register due to lack of progress in studies if there is an ""apparent lack of progress in studies"" or if they fail to complete the same semester three times. These clauses indicate that both subjective academic stagnation and repeated failure to pass a semester are grounds for removal. The text makes it explicit that three unsuccessful attempts at the same semester constitute sufficient justification for exclusion from the register, demonstrating a clear criterion for evaluating academic progress.",0.3792269199675954,0.7796248926386227
What are the procedural requirements and limitations a student must meet when applying for reinstatement of student rights after removal from the student register?,"**Reinstatement of Student Rights: Procedural Requirements and Limitations**
===========================================================

According to the provided document, a student who has been removed from the student register may apply for reinstatement of student rights under certain conditions.

### Eligibility Requirements

* The student must have previously studied at Gdańsk University of Technology and accumulated at least 45 ECTS credits at a given faculty. [§27(2)]
* The student must have been removed from the student register, but not necessarily due to their own actions. [§27(1)]

### Time Limitations

* The student may apply for reinstatement of student rights three years after their removal from the student register. [§27(3)]
* However, if the student did not meet the requirements set out in paragraphs 2 and 3, their reinstatement will be performed in accordance with the same principles which apply to all candidates for bachelor’s degree or master’s degree studies. [§27(4)]
* Furthermore, reinstatement of student rights is not possible after 5 years from being removed from the student register. [§27(10)]

### Procedural Requirements

* The student must submit an application at the dean’s office at least 30 days prior to the commencement of the semester in which the studies are to be resumed. [§27(5)]
* The dean may grant the student the right to resume studies in a semester designated by the dean, after the student fulfills the conditions set by the dean. [§27(6)]

### Other Requirements

* If the student was removed from the student register on courses that are no longer conducted at Gdańsk University of Technology, they may obtain the dean's consent to resume studies in a related field. [§27(9)]
* A student who has been removed from the student register twice and in the same field of study and cycle of studies may not apply for reinstatement. [§27(10)]
* A student who has resumed studies twice and was then removed from the student register in the same field of study and cycle of studies may not apply for reinstatement. [§27(10)]

### References
================================

* [KG] unknown_source
* [DC] none available
* [KG] unknown_source (§27)
* [DC] none available
* [KG] unknown_source (§27(10))","The procedural requirements for reinstatement include that the student must have previously studied at Gdańsk University of Technology and obtained at least 45 ECTS credits at a given faculty, as stated in §27(2). Applications must be submitted at least 30 days before the semester begins (§27(5)), and the reinstatement is granted by the dean for a specific semester (§27(6)). Additionally, reinstatement is not possible more than five years after removal (§27(11)), and those who were removed twice from the same field and study cycle are ineligible to apply (§27(10)). These stipulations delineate both the necessary qualifications and the strict temporal and situational limitations on reinstatement.",0.7183579018718007,0.7131228459492441
"What specific actions or omissions constitute a valid resignation from studies, resulting in removal from the student register?","**Resignation from Studies**
==========================

According to the provided document chunks, a valid resignation from studies, resulting in removal from the student register, is constituted by the following actions or omissions:

* Failing to submit a registration application, as provided for in §28(9). [Reference: 9]
* Submission of a declaration of resignation from studies in the Moja PG system. [Reference: 8]

These actions or omissions are considered grounds for removal from the student register due to resignation.

**Important Note**
------------------

It is also mentioned that students who have been registered and fail to complete the same semester three times may be excluded from the student register on account of lack of progress in their studies. [Reference: 9]

**References**
--------------

* [KG] unknown_source
* [DC] unknown_source
* [KG] unknown_source
* [DC] unknown_source
* [KG] unknown_source
* [DC] unknown_source","A valid resignation from studies, leading to removal from the student register, occurs under two clearly stated conditions in §26(8). First, if a student submits a declaration of resignation through the Moja PG system (§26(8)(1)). Second, if the student fails to submit a registration application as specified in §28(9) (§26(8)(2)). These two actions—an explicit declaration or a procedural omission—are both formally recognized as legitimate resignations, leading to the administrative removal from the register. The text leaves no ambiguity about the required format or system for these actions.",0.6253671801913395,0.7595436156344264
What rights and opportunities are granted to exceptionally gifted secondary school students who attend university classes at Gdańsk University of Technology?,"# Exceptionally Gifted Students at Gdańsk University of Technology

## Conditions and Mode of Study

According to the rules defined in the provided document, exceptionally gifted students are granted special conditions and mode of study at Gdańsk University of Technology.

## Conditions and Mode of Study for Exceptionally Gifted Students

The rules specify that exceptionally gifted students are allowed to pursue individual study plans and curricula adapted to their scientific interests or current situation. This means that they can have a more personalized approach to their education, which can be beneficial for their intellectual and creative development.

## Opportunities for Exceptionally Gifted Students

The rules also mention that exceptionally gifted students have the opportunity to participate in individual research studies, which can involve the implementation of scientific research as part of research projects. This can provide them with valuable experience and skills in research and development.

## References

* [KG] unknown_source
* [DC] unknown_file_path
* [KG] unknown_source
* [DC] unknown_file_path
* [KG] unknown_source","Exceptionally gifted secondary school students who attend university classes at Gdańsk University of Technology are granted the right to use university teaching facilities, receive assistance from teaching staff, participate in student team projects, and engage in scientific activities, as stated in §33(2–3). Additionally, the dean may assign personal tutors or mentors to support them, as outlined in §33(4). These provisions ensure that secondary school students are integrated into the academic environment and are supported in their educational pursuits.",0.2883385154986186,0.8619494424196037
Under what conditions can previously completed subjects by secondary school students be recognized or exempted when they apply for studies at Gdańsk University of Technology?,"**Recognition or Exemption of Previously Completed Subjects**
==============================================================

According to the rules set out in these rules, secondary school students who have completed classes with a positive result at Gdańsk University of Technology and apply to study at this university in the same field may be exempted from having to complete the same subjects, provided the learning outcomes of these subjects have not been changed.

The final decision in this matter is made by the academic teacher conducting classes in the particular subject.

**Conditions for Exemption**
---------------------------

1. The student has completed classes with a positive result at Gdańsk University of Technology.
2. The student applies to study at this university in the same field.
3. The learning outcomes of the previously completed subjects have not been changed.

**Decision-Making Authority**
---------------------------

The academic teacher conducting classes in the particular subject is responsible for making the final decision regarding exemption from previously completed subjects.

**References**
--------------

* [KG] unknown_source
* [KG] unknown_source
* [DC] unknown_source
* [KG] unknown_source
* [DC] unknown_source","As per §34(3–4), recognition or exemption of subjects completed by secondary school students at Gdańsk University of Technology depends on whether the students apply to the same or a different field of study. If they apply to the same field, they may be exempted from repeating the same subjects, provided the learning outcomes remain unchanged, with the final decision made by the academic teacher responsible for the subject. If they apply to a different field, exemption is possible if the previously completed subjects are part of the new study plan and the academic teacher confirms that the learning outcomes already achieved are sufficient. These conditions are clearly defined and restricted to the institutional standards set by the university.",0.5997967294665308,0.9398230529897104
"Under what circumstances may classes at Gdańsk University of Technology be conducted in a foreign language, and how is the language of examination determined in such cases?","**Language of Instruction and Examination at Gdańsk University of Technology**

According to the provided document chunks, the language of instruction and examination at Gdańsk University of Technology is not explicitly stated for all cases. However, we can infer some information from the following points:

*   **Language of instruction**: The document mentions that students may complete part of their study program at other universities, including foreign universities, and students from other universities may complete part of their study at Gdańsk University of Technology, pursuant to bilateral contracts between universities. This implies that classes may be conducted in a foreign language in cases where international students are involved or when students are studying abroad.
*   **Language of examination**: The document does not provide specific information on how the language of examination is determined in cases where classes are conducted in a foreign language. However, it can be inferred that the language of examination may be the same as the language of instruction, as there is no mention of a separate language for examination.

In summary, while the document does not provide explicit information on the language of instruction and examination, it can be inferred that classes may be conducted in a foreign language in cases involving international students or study abroad programs. The language of examination may also be the same as the language of instruction in such cases.

**References**

*   [KG] unknown_source
*   [KG] unknown_source
*   [KG] unknown_source
*   [KG] unknown_source
*   [KG] unknown_source","Classes may be conducted in a foreign language if they are part of a study program offered in that language, if selected subjects are designated to be taught in a foreign language, or if they are part of a Polish-language program but involve foreign specialists or international students. In the latter case, the language of examination or course credit is determined through consultation with the Group Representative. Moreover, students may write their diploma thesis in a foreign language with the dean's approval, even if the program is conducted in Polish. These provisions are detailed in §8(1)-(5) of the text, ensuring that language use aligns with program structure and student needs while maintaining institutional oversight.",0.4881963721395593,0.0
What are the specific categories of students for whom the dean may agree to implement an individual study plan upon receiving a request within 14 days of the semester's start?,"# Individual Study Plan

According to the provided document chunks, there is no mention of specific categories of students for whom the dean may agree to implement an individual study plan upon receiving a request within 14 days of the semester's start.

However, the document does mention that students have the right to have their dignity respected by every member of the academic community, acquire knowledge and skills, and develop their own scientific interests.

To answer the question directly, since the document does not provide the specific categories of students for whom the dean may agree to implement an individual study plan, I must say that the information is not available in the provided document chunks.

If you could provide more context or clarify the question, I would be happy to try and assist further.

## References

* [KG] unknown_source (Document Chunks)","According to §17(9) of the text, the dean may agree to implement an individual study plan for students who submit a request within 14 days of the semester's start, particularly if they fall into any of the following ten categories: (1) those pursuing part of their studies at another university, (2) those enrolled in second-cycle studies in an extended mode, (3) students pursuing more than one field of study, (4) those who have changed their field of study or faculty, (5) students with a specific level and type of disability, (6) those repeating a semester and taking subjects from subsequent semesters, (7) students returning from a gap year, resuming their studies, or transferred from another university, (8) students unable to attend regular classes due to medically confirmed health conditions, (9) students who are athletes with national or higher-level achievements, and (10) students who are actively involved in university-level or higher student organizations. This answer is correct because the text explicitly lists these ten categories in §17(9).",0.14158622366093693,0.0
What are the eligibility criteria for a student to receive a diploma with distinction at Gdańsk University of Technology?,"**Eligibility Criteria for Diploma with Distinction**

According to the provided rules, there is no specific information regarding the eligibility criteria for a student to receive a diploma with distinction at Gdańsk University of Technology.

However, it is mentioned in the rules that the diploma awarding process is governed by the university, and the rules for awarding diplomas are specified in the relevant regulations.

If you are looking for information on how to receive a diploma with distinction, it is recommended to check the university's regulations or contact the university's administration directly for more information.

**References**

* [KG] unknown_source
* [DC] unknown_source
* [KG] unknown_source
* [DC] unknown_source
* [KG] unknown_source","According to §31(1) of the text, a student must meet all five specific criteria to be eligible for a diploma with distinction at Gdańsk University of Technology. These include: achieving a weighted average grade of at least 4.5 throughout the entire study period or demonstrating outstanding scientific achievements documented by the diploma examination date; earning a 'very good' (5.0) grade for the diploma thesis, if it is part of the study program; receiving a 'very good' (5.0) grade in the diploma examination; not having been penalized by any disciplinary committee or student disciplinary panel; and submitting their diploma thesis within the specified deadline, including any approved extension under §21(11). This answer is directly supported by §31(1)(1–5) of the document.",0.32217809530055275,0.0
